Aesop Perfect Facial Hydrating Cream,Phenoxyethanol,31226,Phenoxyethanol,122-99-6,122-99-6,EU Restricted,,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Normal, Dry, Oily, Combination","Normal, Dry, Oily, Combination",None,Sensitive,,3,3,3,2,1,1,3,3,3,2,1,1,,1%,1%,,Very sensitive skin,None,Yes,None,,"Light, Medium, Deep",Phenoxyethanol,None,N/A,No protection,,Preservative,Safe with caution,,Yes,Allergic dermatitis,PubChem,,Irritation,Allergic reactions,Eye irritation,Respiratory issues,None,,No,bio-based ethylene oxide is used,Yes,Aquatic toxicity if concentrations exceed permitted levels,,
Aesop Perfect Facial Hydrating Cream,Sorbitan Stearate,5366837,Sorbitan Stearate,1338-41-6,1338-41-6,,,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Dry, Normal",Combination,None,Oily,,4,4,4,4,3,3,4,4,4,4,3,3,None,,,,Sensitive,None,Yes,None,,"Light, Medium, Deep",Sorbitan Stearate,None,"Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"Emulsifier, Surfactant",,,,,,,,,,,,,,,,,,
Aesop Perfect Facial Hydrating Cream,Glycine Soja (Soybean) Oil,5280460,Glycine Soja (Soybean) Oil,8001-22-7,8001-22-7,,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,"Dry, Normal",Combination,None,Oily,,4,4,4,4,3,3,4,4,4,4,3,3,,,,,Acne-prone,Soy allergy,Yes,"Dryness, Fine lines, Uneven skin tone",,"Light, Medium, Deep",Glycine Soja (Soybean) Oil,"Moisturizing, Nourishing, Anti-aging","20s, 30s, 40s, 50s, 60+",No protection,,"Emollient, Antioxidant",Safe,,No,,,,,,,,,,Yes/No,Non-GMO,No,,,
Aesop Perfect Facial Hydrating Cream,Boswellia Carterii Oil,519047,Boswellia Carterii Oil,8016-36-2,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,"Normal, Dry, Oily, Combination","Normal, Dry, Oily, Combination",None,None,,4,4,4,4,3,3,4,4,4,4,3,3,Mature,,,,Sensitive,None,Yes,"Redness, Signs of Aging, Wrinkles",,"Light, Medium, Deep",Boswellia Carterii Oil,"Calming, Reduces Inflammation, Healing, Reduces Redness","30s, 40s, 50s, 60+",No protection,,Fragrance,,,,,,,,,,,,,,,,,,
Aesop Perfect Facial Hydrating Cream,PEG-20 Stearate,615735,PEG-20 Stearate,9004-99-3,9005-00-9,,,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Normal, Dry, Oily, Combination","Normal, Dry, Oily, Combination",None,None,,4,4,4,4,3,3,4,4,4,4,3,3,None,,,,Sensitive,None,Yes,None,,"Light, Medium, Deep",PEG-20 Stearate,None,"Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"Emulsifier, Surfactant",,,,,,,,,,,,,,,,,,
Aesop Perfect Facial Hydrating Cream,Ethylhexylglycerin,3082978,Ethylhexylglycerin,70445-33-9,70445-33-9,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Oily, Combination",Normal,None,Dry,,3,3,3,2,1,1,3,3,3,2,1,1,Sensitive,,,,None,None,Yes,None,,"Light, Medium, Deep",Ethylhexylglycerin,"Soothing, Reduces Acne","Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"Preservative, Skin Conditioning Agent",Safe,,No,,,,Irritation,,,,,,Yes/No,"RSPO, USDA Organic, EcoCert, COSMOS, Organic, Certified Organic, ISO 14001",No,,,
Aesop Perfect Facial Hydrating Cream,Hydroxyacetophenone,7417,Hydroxyacetophenone,99-93-4,99-93-4,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Normal, Dry, Oily, Combination","Normal, Dry, Oily, Combination",None,None,,4,4,4,4,4,4,4,4,4,4,4,4,Sensitive,,,,None,None,Yes,"Sensitive skin, Signs of Aging, Damaged skin",,"Light, Medium, Deep",Hydroxyacetophenone,"Antioxidant Protection, Soothing, Reduces Inflammation","Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"Antioxidant, Preservative",Safe,,No,,,,Irritation,,,,,,No,,Yes,,,
Aesop Perfect Facial Hydrating Cream,Citric Acid,311,Citric Acid,77-92-9,77-92-9,Allowed,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,,"Oily, Combination",Normal,None,Dry,,3,3,2,1,0,0,3,3,3,2,1,1,,2%,5%,1%,"Sensitive skin, Compromised skin",None,Yes,"Dullness, Uneven skin tone",,"Light, Medium, Deep",Citric Acid,"Exfoliating, Improves Skin Tone, Brightening","Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"pH Adjuster, Antioxidant",Safe,,No,,,,,,,,,,Yes,,No,,If used in concentation exceeding 10% can cause skin burn,
Aesop Perfect Facial Hydrating Cream,Fusanus Spicatus Wood Oil,18650,Santalum Spicatum Wood Oil,8024-35-9,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,"Normal, Dry, Oily, Combination","Normal, Dry, Oily, Combination",None,None,,4,4,4,4,3,3,4,4,4,4,3,3,Mature,,,,Sensitive,None,Yes,"Signs of Aging, Wrinkles, Fine lines, Loss of Elasticity/firmness",,"Light, Medium, Deep",Fusanus Spicatus Wood Oil,"Reduces Wrinkles, Anti-aging, Smoothing, Firming","20s, 30s, 40s, 50s, 60+",No protection,,Fragrance,,,,,,,,,,,,,,,,,,
Aesop Perfect Facial Hydrating Cream,Rosmarinus Officinalis (Rosemary) Leaf Oil,10657,Rosmarinus Officinalis (Rosemary) Leaf Oil,8000-2,8000-25-7,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,"Oily, Combination",Normal,None,Dry,,3,3,2,1,0,0,3,3,3,2,1,1,Oily,,,,Sensitive,None,Yes,"Acne, Redness, Visible pores",,"Light, Medium, Deep",Rosmarinus Officinalis (Rosemary) Leaf Oil,"Reduces Acne, Reduces Inflammation, Clarifying, Antibacterial","Teen, 20s, 30s, 40s, 50s, 60+",No protection,,Fragrance,,,,,,,,,,,,,,,,,,
Aesop Perfect Facial Hydrating Cream,Cellulose Gum,6852218,Cellulose Gum,9004-32-4,9004-32-4,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Normal, Dry, Oily, Combination","Normal, Dry, Oily, Combination",None,None,,5,5,5,5,5,5,5,5,5,5,5,5,None,,,,None,None,Yes,None,,"Light, Medium, Deep",Cellulose Gum,None,"Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"Thickener, Texture enhancer",,,,,,,,,,,,,,,,,,
Aesop Perfect Facial Hydrating Cream,Disodium EDTA,6049,Disodium EDTA,6381-92-6,139-33-3,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Normal, Dry, Oily, Combination","Normal, Dry, Oily, Combination",None,None,,4,4,4,4,3,3,4,4,4,4,3,3,None,,,,None,None,Yes,None,,"Light, Medium, Deep",Disodium EDTA,None,"Teen, 20s, 30s, 40s, 50s, 60+",No protection,,Stabilizer,,,,,,,,,,,,,,,,,,
Aesop Perfect Facial Hydrating Cream,Daucus Carota Sativa (Carrot) Root Extract,61811,Daucus Carota Sativa Root Extract,84929-61-3,84929-61-3,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,"Dry, Normal",Combination,None,Oily,,4,4,4,4,3,3,4,4,4,4,3,3,"Mature, Dry",,,,None,None,Yes,"Signs of Aging, Dark Spots, Uneven skin tone, Dullness",,"Light, Medium, Deep",Daucus Carota Sativa (Carrot) Root Extract,"Anti-aging, Brightening, Improves Skin Tone, Antioxidant Protection","30s, 40s, 50s, 60+",No protection,,"Active, Antioxidant",,,,,,,,,,,,,,,,,,
Aesop Perfect Facial Hydrating Cream,Tropolone,10230,Tropolone,533-75-5,533-75-5,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Normal, Dry, Oily, Combination","Normal, Dry, Oily, Combination",None,None,,4,4,4,4,3,3,4,4,4,4,3,3,Oily,,,,Sensitive,None,Yes,Acne,,"Light, Medium, Deep",Tropolone,"Reduces Acne, Antibacterial","20s, 30s, 40s, 50s, 60+",No protection,,Preservative,,,,,,,,,,,,,,,,,,
Aesop Perfect Facial Hydrating Cream,Beta-Carotene,5280489,Beta-Carotene,7235-40-7,7235-40-7,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Dry, Normal",Combination,None,Oily,,4,4,4,4,3,3,4,4,4,4,3,3,"Mature, Dry",,,,None,None,Yes,"Signs of Aging, Dark Spots, Uneven skin tone, Dullness",,"Light, Medium, Deep",Beta-Carotene,"Brightening, Anti-aging, Improves Skin Tone, Antioxidant Protection","30s, 40s, 50s, 60+",No protection,,"Active, Antioxidant, Color",,,,,,,,,,,,,,,,,,
Aesop Perfect Facial Hydrating Cream,Limonene,440917,Limonene,138-86-3,5989-27-5,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,,"Oily, Combination",Normal,None,Dry,,2,2,2,1,0,0,2,2,2,1,0,0,,0.00%,,,Very sensitive skin,Citrus allergy,Yes,None,,"Light, Medium, Deep",Limonene,None,N/A,No protection,,"Fragrance Component, Solvent",Safe with caution,,No,,,,Phototoxic,,,,,,Yes/No,Organic,Yes,,,
Aesop Perfect Facial Hydrating Cream,Farnesol,8207,Farnesol,4602-84-0,4602-84-0,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,"Oily, Combination",Normal,None,Dry,,2,2,2,1,0,0,2,2,2,1,0,0,Mature,,,,Sensitive,None,Yes,"Acne, Blemishes",,"Light, Medium, Deep",Farnesol,"Reduces Acne, Reduces Blemishes, Antibacterial","20s, 30s, 40s, 50s, 60+",No protection,,"Fragrance, Preservative",,,,,,,,,,,,,,,,,,
Aesop Perfect Facial Hydrating Cream ,Linalool 100% Natural Fragrance - Parfum 100% Naturel,6549,Linalool,78-70-6,78-70-6,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,"Oily, Combination",Normal,None,Dry,,2,2,2,1,0,0,2,2,2,1,0,0,None,,,,Sensitive,Fragrance allergy,Yes,None,,"Light, Medium, Deep",Linalool 100% Natural Fragrance,None,"20s, 30s, 40s, 50s, 60+",No protection,,Fragrance,,,,,,,,,,,,,,,,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Algae Extract,None,Algae Extract,92128-82-0,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,"Normal, Dry, Oily, Combination","Normal, Dry, Oily, Combination",None,None,,5,5,5,5,5,5,5,5,5,5,5,5,None,,,,None,None,Yes,"Signs of Aging, Anti-inflammatory, Dryness",,"Light, Medium, Deep",Algae Extract,"Anti-aging, Moisturizing, Reduces Inflammation, Skin Barrier Protection","30s, 40s, 50s, 60+",No protection,,"Active, Antioxidant, Humectant",,,,,,,,,,,,,,,,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Apricot Oil,176871,Prunus Armeniaca (Apricot) Kernel Oil,72869-69-3,72869-69-3,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,"Dry, Normal",Combination,None,Oily,,4,4,4,4,3,3,4,4,4,4,3,3,"Dry, Mature",,,,None,None,Yes,"Dryness, Loss of Elasticity/firmness, Signs of Aging",,"Light, Medium, Deep",Apricot Oil,"Moisturizing, Nourishing, Healing","20s, 30s, 40s, 50s, 60+",No protection,,"Emollient, Antioxidant",,,,,,,,,,,,,,,,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Avocado Butter,5280484,Persea Gratissima (Avocado) Butter,915831-44-4,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,Dry,"Normal, Combination",None,Oily,,4,4,4,4,3,3,4,4,4,4,3,3,"Dry, Mature",,,,None,"Latex allergy (rare), Avocado allergy",Yes,"Dryness, Loss of Elasticity/firmness, Damaged skin",,"Light, Medium, Deep",Avocado Butter,"Moisturizing, Nourishing, Healing","20s, 30s, 40s, 50s, 60+",No protection,,"Emollient, Antioxidant",,,,,,,,,,,,,,,,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Bentonite,5350520,Bentonite,1302-78-9,1302-78-9,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Oily, Combination",Normal,None,Dry,,3,3,3,2,1,1,3,3,3,2,1,1,None,,,,None,None,Yes,"Oiliness, Acne, Clogged pores, blackheads",,"Light, Medium, Deep",Bentonite,"Reduces Acne, Exfoliating, Detoxifying, Minimizes Pores","Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"Thickener, Stabilizer",,,,,,,,,,,,,,,,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Butyrospermum Parkii (Shea) Butter,5357148,Butyrospermum Parkii (Shea) Butter,91080-23-8,91080-23-8,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Dry,"Normal, Combination",None,Oily,,4,4,4,4,3,3,4,4,4,4,3,3,"Dry, Sensitive, Mature",,,,Acne-prone,Nut allergy,Yes,"Dryness, Fine lines, Wrinkles, Eczema, Sensitive skin",,"Light, Medium, Deep",Butyrospermum Parkii (Shea) Butter,"Moisturizing, Nourishing, Soothing, Healing","20s, 30s, 40s, 50s, 60+",No protection,,"Emollient, Occlusive Agent, Antioxidant",Safe,,No,,,,,,,,,,Yes,,No,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Caprylic/Capric Triglyceride,5462308,Caprylic/Capric Triglyceride,73398-61-5,73398-61-5,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Dry,"Normal, Combination",None,Oily,,4,4,4,4,3,3,4,4,4,4,3,3,,,,,None,None,Yes,"Dryness, Loss of Elasticity/firmness, Fine lines",,"Light, Medium, Deep",Caprylic/Capric Triglyceride,"Moisturizing, Nourishing, Smoothing","Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"Emollient, Occlusive Agent, Solvent",Safe,,No,,,,,,,,,,Yes/No,"RSPO, Fair trade",No,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Cetearyl Alcohol,8221,Cetearyl Alcohol,8005-44-5,67762-27-0,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Dry, Normal",Combination,None,Oily,,4,4,4,4,3,3,4,4,4,4,3,3,,,,,Very sensitive skin,Very sensitive skin,Yes,"Dryness, Uneven texture",,"Light, Medium, Deep",Cetearyl Alcohol,"Moisturizing, Smoothing","Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"Emulsifier, Thickener, Stabilizer, Emollient",Safe,,No,,,,,,,,,,Yes/No,RSPO,No,,Cetearyl Alcohol is only pore-clogging when a formula also has Ceteareth 20,
ASTERWOOD Hyaluronic Acid Moisturizer,Cetearyl Wheat Straw Glycosides,None,Cetearyl Wheat Straw Glycosides,84861-93-8,None,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Dry, Normal",Combination,None,Oily,,4,4,4,4,3,3,4,4,4,4,3,3,None,,,,None,Gluten allergy,Yes,None,,"Light, Medium, Deep",Cetearyl Wheat Straw Glycosides,None,"Teen, 20s, 30s",No protection,,Emulsifier,,,,,,,,,,,,,,,,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Ethylhexylglycerin,9859093,Ethylhexylglycerin,70445-33-9,70445-33-9,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Oily, Combination",Normal,None,Dry,,3,3,3,2,1,1,3,3,3,2,1,1,Sensitive,,,,None,None,Yes,None,,"Light, Medium, Deep",Ethylhexylglycerin,"Soothing, Reduces Acne","Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"Preservative, Skin Conditioning Agent",Safe,,No,,,,Irritation,,,,,,Yes/No,"RSPO, USDA Organic, EcoCert, COSMOS, Organic, Certified Organic, ISO 14001",No,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Frankincese Essential Oil,None,Boswellia Carterii Oil,8016-36-2,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,"Normal, Dry, Oily, Combination","Normal, Dry, Oily, Combination",None,None,,3,3,2,1,0,0,3,3,2,1,0,0,"Oily, Mature",,,,Sensitive,Fragrance allergy,Yes,"Redness, Signs of Aging, Wrinkles, Acne",,"Light, Medium, Deep",Frankincense Essential Oil,"Calming, Reduces Inflammation, Anti-aging, Healing, Reduces Wrinkles","20s, 30s, 40s, 50s, 60+",No protection,,"Fragrance, Anti-inflammatory",,,,,,,,,,,,,,,,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Glycerin,753,Glycerin,56-81-5,56-81-5,,,Yes/No,Yes/No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Dry, Normal",Combination,None,Oily,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,None,None,Yes,"Dryness, Dullness, Damaged Skin",,"Light, Medium, Deep",Glycerin,"Moisturizing, Hydrating, Soothing","Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"Humectant, Solvent",Safe,,No,,,,No,,,,,,Yes/No,"Plant-based, byproduct of biodiesel",No,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Glyceryl Stearate,9204,Glyceryl Stearate,31566-31-1,11099-07-03,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,,Dry,"Normal, Combination",None,Oily,,4,4,4,4,4,4,4,4,4,4,4,4,"Dry, Mature",Caprylyl Glycol,,,Acne-prone,None,Yes,"Dryness, Loss of Elasticity/firmness",,"Light, Medium, Deep",Glyceryl Stearate,"Moisturizing, Smoothing, Nourishing","20s, 30s, 40s, 50s, 60+",No protection,,"Emulsifier, Emollient, Stabilizer",Safe,,No,,,,None,,,,,,Yes/No,"Plant-based, RSPO",No,,,
ASTERWOOD Hyaluronic Acid Moisturizer,Jojoba Oil,,Simmondsia Chinensis (Jojoba) Seed Oil,90045-98-0,61789-91-1,Allowed,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,"Combination, Oily",Normal,None,Dry,,5,5,5,5,5,5,5,5,5,5,5,5,"Acne-prone, Sensitive",,,,None,None,Yes,"Dryness, Oiliness, Acne, Sensitive skin, Sunburned skin",,"Light, Medium, Deep",Jojoba Oil,"Moisturizing, Nourishing, Reduces Acne, Balancing, Healing","Teen, 20s, 30s, 40s, 50s, 60+",No protection,,"Emollient, Antioxidant",Safe,,No,,,,,,,,,,Yes,,No,,,
